Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ordinario,GIGLI Giuseppe,M,SALENTO,,FIS/01,02/B1,Matematica e Fisica Ennio De Giorgi,2022,02 - Scienze fisiche
Ordinario,GIGLIETTO Nicola,M,Politecnico di BARI,,FIS/01,02/A1,"Dipartimento Interateneo di Fisica ""Michelangelo Merlin""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GIGLIO Marilena,F,Politecnico di BARI,,FIS/01,02/B1,"DIPARTIMENTO INTERATENEO DI FISICA ""MICHELANGELO MERLIN""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GILI Tommaso,M,Scuola IMT Alti Studi LUCCA,Altre Strutture,FIS/07,02/D1,Non disponibile,2022,02 - Scienze fisiche
Associato,GILIBERTI Marco Alessandro Luigi,M,MILANO,,FIS/08,02/D1,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Associato confermato,GINELLI Francesco Giulio,M,INSUBRIA,,FIS/02,02/A2,Scienza e Alta Tecnologia,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GINOLFI Michele,M,FIRENZE,,FIS/05,02/C1,FISICA E ASTRONOMIA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GIOIOSA Antonio,M,MOLISE,,FIS/01,02/A1,BIOSCIENZE E TERRITORIO,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GIORCELLI Mauro,M,Politecnico di TORINO,,FIS/03,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Associato,GIORDANI Mario,M,UDINE,,FIS/01,02/A1,Politecnico di Ingegneria e Architettura,2022,02 - Scienze fisiche
Ordinario,GIORDANO Francesco,M,BARI,,FIS/01,02/A1,Interuniversitario di Fisica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GIORDANO Maria Caterina,F,GENOVA,,FIS/01,02/B1,FISICA (DIFI),2022,02 - Scienze fisiche
Associato,GIORDANO Raffaele,M,Napoli Federico II,,FIS/01,02/A1,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Associato confermato,GIORGINI Stefano,M,TRENTO,,FIS/03,02/B2,Fisica,2022,02 - Scienze fisiche
Ordinario,GIORGIS Fabrizio,M,Politecnico di TORINO,,FIS/03,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Associato confermato,GIOSTRA Umberto,M,Urbino Carlo Bo,,FIS/06,02/C1,Scienze Pure e Applicate (DiSPeA),2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GIOVANNELLI Luca,M,"ROMA ""Tor Vergata""",,FIS/06,02/C1,FISICA,2022,02 - Scienze fisiche
Ordinario,GIOVANNETTI Vittorio,M,Scuola Normale Superiore di PISA,,FIS/03,02/B2,Classe di scienze,2022,02 - Scienze fisiche
Associato,GIOVANNINI Lorenzo,M,TRENTO,,FIS/06,02/C1,"Ingegneria Civile, Ambientale e Meccanica",2022,02 - Scienze fisiche
Associato,GIOVANNINI Loris,M,FERRARA,,FIS/03,02/B2,Fisica e scienze della terra,2022,02 - Scienze fisiche
Associato,GIRARDI Marisa,F,TRIESTE,,FIS/05,02/C1,Fisica,2022,02 - Scienze fisiche
Associato,GIRLANDA Luca,M,SALENTO,,FIS/02,02/A2,Matematica e Fisica Ennio De Giorgi,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GIROLAMI Davide,M,Politecnico di TORINO,,FIS/03,02/B2,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Associato,GIRONI Luca,M,MILANO-BICOCCA,,FIS/04,02/A1,"FISICA ""GIUSEPPE OCCHIALINI""",2022,02 - Scienze fisiche
Associato,GITTI Myriam,F,BOLOGNA,,FIS/05,02/C1,"Fisica e Astronomia ""Augusto Righi",2022,02 - Scienze fisiche
Associato confermato,GIUBILATO Piero,M,PADOVA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2022,02 - Scienze fisiche
Ricercatore,GIUDICI Sergio,M,PISA,,FIS/01,02/A1,FISICA,2022,02 - Scienze fisiche
Associato confermato,GIUDICOTTI Leonardo,M,PADOVA,,FIS/03,02/B1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2022,02 - Scienze fisiche
Ricercatore,GIUGLIARELLI Gilberto,M,UDINE,,FIS/01,02/B1,Politecnico di Ingegneria e Architettura,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GIUGNI Andrea,M,MILANO,,FIS/03,02/B1,"FISICA ""ALDO PONTREMOLI""",2022,02 - Scienze fisiche
Associato,GIULIANI Alessandra,F,Politecnica delle MARCHE,,FIS/07,02/D1,SCIENZE CLINICHE SPECIALISTICHE ED ODONTOSTOMATOLOGICHE,2022,02 - Scienze fisiche
Associato,GIULIANO Domenico,M,della CALABRIA,,FIS/02,02/A2,Fisica,2022,02 - Scienze fisiche
Ricercatore,GIULOTTO Enrico Virgilio,M,PAVIA,,FIS/01,02/B1,FISICA,2022,02 - Scienze fisiche
Associato,GIUNTINI Lorenzo,M,FIRENZE,,FIS/07,02/D1,Fisica e Astronomia,2022,02 - Scienze fisiche
Ordinario,GIUSTI Leonardo,M,MILANO-BICOCCA,,FIS/02,02/A2,"FISICA ""GIUSEPPE OCCHIALINI""",2022,02 - Scienze fisiche
Associato,GIUSTO Stefano,M,GENOVA,,FIS/02,02/A2,Fisica (DIFI),2022,02 - Scienze fisiche
Associato,GLIOZZI Antonio,M,Politecnico di TORINO,,FIS/01,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GODDI Ciriaco,M,CAGLIARI,,FIS/05,02/C1,FISICA,2022,02 - Scienze fisiche
Ordinario,GOLDONI Guido,M,MODENA e REGGIO EMILIA,,FIS/03,02/B2,"Scienze fisiche, informatiche e matematiche",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GOLDT Sebastian Dominik,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/07,02/D1,AREA FISICA,2022,02 - Scienze fisiche
Associato confermato,GOLETTI Claudio,M,"ROMA ""Tor Vergata""",,FIS/03,02/B1,Fisica,2022,02 - Scienze fisiche
Associato,GOLOSIO Bruno,M,CAGLIARI,,FIS/07,02/D1,Fisica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GOMEZ AMBROSIO Raquel,F,TORINO,,FIS/02,02/A2,FISICA,2022,02 - Scienze fisiche
Ordinario,GONELLA Francesco,M,"""Ca' Foscari"" VENEZIA",,FIS/01,02/B1,Scienze Molecolari e Nanosistemi,2022,02 - Scienze fisiche
Ordinario,GONNELLA Giuseppe,M,BARI,,FIS/02,02/A2,Interuniversitario di Fisica,2022,02 - Scienze fisiche
Ordinario,GONNELLI Renato,M,Politecnico di TORINO,,FIS/01,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GONZALEZ HERNANDEZ Jose Osvaldo,M,TORINO,,FIS/02,02/A2,FISICA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GONZI Sandro,M,FIRENZE,,FIS/01,02/A1,FISICA E ASTRONOMIA,2022,02 - Scienze fisiche
Ordinario,GORINI Edoardo,M,SALENTO,,FIS/01,02/A1,Matematica e Fisica Ennio De Giorgi,2022,02 - Scienze fisiche
Ordinario,GORINI Giuseppe,M,MILANO-BICOCCA,,FIS/01,02/B1,"FISICA ""GIUSEPPE OCCHIALINI""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GOTTI Riccardo,M,PAVIA,,FIS/03,02/B1,INGEGNERIA INDUSTRIALE E DELL'INFORMAZIONE,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GOVONI Marco,M,MODENA e REGGIO EMILIA,,FIS/03,02/B2,"SCIENZE FISICHE, INFORMATICHE E MATEMATICHE",2022,02 - Scienze fisiche
Associato,GOVONI Pietro,M,MILANO-BICOCCA,,FIS/01,02/A1,"FISICA ""GIUSEPPE OCCHIALINI""",2022,02 - Scienze fisiche
Associato,GOZZELINO Laura,F,Politecnico di TORINO,,FIS/01,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Associato,GRADENIGO Giacomo,M,Gran Sasso Science Institute,,FIS/02,02/A2,Area di Matematica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GRANATA Veronica,F,SALERNO,,FIS/01,02/B1,FISICA 'E.R. CAIANIELLO',2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),GRANCAGNOLO Sergio,M,SALENTO,,FIS/01,02/A1,MATEMATICA E FISICA ENNIO DE GIORGI,2022,02 - Scienze fisiche
Ricercatore,GRANDO Daniela,F,PAVIA,,FIS/03,02/B1,INGEGNERIA INDUSTRIALE E DELL'INFORMAZIONE,2022,02 - Scienze fisiche
Associato,GRASSI Marco,M,PADOVA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2022,02 - Scienze fisiche
Associato,GRASSI Pietro Antonio,M,PIEMONTE ORIENTALE,,FIS/02,02/A2,Scienze e Innovazione Tecnologica (DISIT),2022,02 - Scienze fisiche
Ricercatore,GRASSMANN Hans,M,UDINE,,FIS/01,02/A1,Politecnico di Ingegneria e Architettura,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GRASSO Paolo Antonino,M,FIRENZE,,FIS/07,02/D1,FISICA E ASTRONOMIA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GRAVILI Francesco Giuseppe,M,SALENTO,,FIS/01,02/A1,MATEMATICA E FISICA ENNIO DE GIORGI,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GRAZIANI Luca,M,"ROMA ""La Sapienza""",,FIS/05,02/C1,FISICA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GRAZIANI Maura,F,PERUGIA,,FIS/01,02/A1,FISICA E GEOLOGIA,2022,02 - Scienze fisiche
Associato,GRECO Antonella,F,della CALABRIA,,FIS/03,02/B2,Fisica,2022,02 - Scienze fisiche
Associato,GRECO Michela,F,TORINO,,FIS/01,02/A1,Fisica,2022,02 - Scienze fisiche
Ordinario,GRECO Vincenzo,M,CATANIA,,FIS/02,02/A2,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Associato,GREGORIO Anna,F,TRIESTE,,FIS/05,02/C1,Fisica,2022,02 - Scienze fisiche
Ordinario,GRIGNANI Gianluca,M,PERUGIA,,FIS/02,02/A2,FISICA E GEOLOGIA,2022,02 - Scienze fisiche
Associato,GRIGUOLO Luca,M,PARMA,,FIS/02,02/A2,"Scienze Matematiche, Fisiche e Informatiche",2022,02 - Scienze fisiche
Ordinario,GRILLI Marco,M,"ROMA ""La Sapienza""",,FIS/03,02/B2,Fisica,2022,02 - Scienze fisiche
Associato,GRILLO Claudio,M,MILANO,,FIS/05,02/C1,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Ordinario,GRIMALDI Maria Grazia,F,CATANIA,,FIS/01,02/B1,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Associato,GRIMANI Catia,F,Urbino Carlo Bo,,FIS/01,02/A1,Scienze Pure e Applicate (DiSPeA),2022,02 - Scienze fisiche
Associato,GROEBER Ramona,F,PADOVA,,FIS/02,02/A2,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2022,02 - Scienze fisiche
Associato confermato,GROPPI GARLANDINI Flavia Maria,F,MILANO,,FIS/07,02/D1,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GROSSI Eduardo,M,FIRENZE,,FIS/02,02/A2,FISICA E ASTRONOMIA,2022,02 - Scienze fisiche
Ordinario,GUADAGNINI Enore,M,PISA,,FIS/02,02/A2,FISICA,2022,02 - Scienze fisiche
Ordinario,GUALTIERI Leonardo,M,PISA,,FIS/02,02/A2,FISICA,2022,02 - Scienze fisiche
Ricercatore,GUARINI GRISALDI TAJA O DEL TAJA Eleonora,F,FIRENZE,,FIS/01,02/B1,Fisica e Astronomia,2022,02 - Scienze fisiche
Ordinario,GUARINO Fausto,M,Napoli Federico II,,FIS/01,02/A1,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Associato,GUARNACCIA Claudio,M,SALERNO,,FIS/07,02/D1,Ingegneria Civile,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GUBITOSI Giulia,F,Napoli Federico II,,FIS/02,02/A2,"FISICA ""ETTORE PANCINI""",2022,02 - Scienze fisiche
Ricercatore,GUCCIONE Marina,F,PALERMO,,FIS/03,02/B2,Fisica e Chimica - Emilio Segrè,2022,02 - Scienze fisiche
Associato,GUELI Anna Maria,F,CATANIA,,FIS/07,02/D1,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Ricercatore,GUERRA Roberta,F,BOLOGNA,,FIS/07,02/D1,"Fisica e Astronomia ""Augusto Righi",2022,02 - Scienze fisiche
Associato,GUERRA Roberto,M,MILANO,,FIS/03,02/B2,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),GUERRINI Andrea,M,Scuola Normale Superiore di PISA,,FIS/03,02/B1,CLASSE DI SCIENZE,2022,02 - Scienze fisiche
Associato confermato,GUGLIELMETTI Alessandra,F,MILANO,,FIS/04,02/A1,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Associato confermato,GUIDA Michele,M,SALERNO,,FIS/07,02/D1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,2022,02 - Scienze fisiche
Ordinario,GUIDI Gianluca Maria,M,Urbino Carlo Bo,,FIS/01,02/A1,Scienze Pure e Applicate (DiSPeA),2022,02 - Scienze fisiche
Associato confermato,GUIDI Tatiana,F,CAMERINO,,FIS/01,02/B1,SCUOLA DI SCIENZE E TECNOLOGIE,2022,02 - Scienze fisiche
Ordinario,GUIDI Vincenzo,M,FERRARA,,FIS/01,02/B1,Fisica e scienze della terra,2022,02 - Scienze fisiche
Associato,GUIDORZI Cristiano,M,FERRARA,,FIS/05,02/C1,Fisica e scienze della terra,2022,02 - Scienze fisiche
Associato,GUIDUCCI Luigi,M,BOLOGNA,,FIS/01,02/A1,"Fisica e Astronomia ""Augusto Righi",2022,02 - Scienze fisiche
Ordinario,GUIOT Caterina,F,TORINO,,FIS/07,02/D1,"Neuroscienze ""Rita Levi Montalcini""",2022,02 - Scienze fisiche
Associato,GULINO Marisa,F,UKE - Università Kore di ENNA,Ingegneria e Architettura,FIS/01,02/A1,Non disponibile,2022,02 - Scienze fisiche
Associato confermato,GUNNELLA Roberto,M,CAMERINO,,FIS/03,02/B1,SCUOLA DI SCIENZE E TECNOLOGIE,2022,02 - Scienze fisiche
Ordinario,GURIOLI Massimo,M,FIRENZE,,FIS/03,02/B1,Fisica e Astronomia,2022,02 - Scienze fisiche
Associato,GUZZI Rita,F,della CALABRIA,,FIS/07,02/D1,Fisica,2022,02 - Scienze fisiche
Ordinario,GUZZO Luigi,M,MILANO,,FIS/05,02/C1,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Ordinario,HAARDT Francesco,M,INSUBRIA,,FIS/05,02/C1,Scienza e Alta Tecnologia,2022,02 - Scienze fisiche
Associato,HAASE Albrecht,M,TRENTO,,FIS/07,02/D1,Centro Interdipartimentale Mente/Cervello,2022,02 - Scienze fisiche
Associato confermato,HAMMA Alioscia,M,Napoli Federico II,,FIS/02,02/A2,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Ordinario,HARMS Jan,M,Gran Sasso Science Institute,,FIS/01,02/A1,Area di Fisica,2022,02 - Scienze fisiche
Associato confermato,HAUKE Philipp Hans-Jurgen,M,TRENTO,,FIS/03,02/B2,Fisica,2022,02 - Scienze fisiche
Associato confermato,IACOVACCI Michele,M,Napoli Federico II,,FIS/04,02/A1,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),IANNACCONE Roberta,F,SASSARI,,FIS/07,02/D1,"SCIENZE CHIMICHE, FISICHE, MATEMATICHE E NATURALI",2022,02 - Scienze fisiche
Associato,IANNOTTI Vincenzo,M,Napoli Federico II,,FIS/01,02/B1,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Associato,IARIA Rosario,M,PALERMO,,FIS/05,02/C1,Fisica e Chimica - Emilio Segrè,2022,02 - Scienze fisiche
Ordinario,IASELLI Giuseppe,M,Politecnico di BARI,,FIS/01,02/A1,"Dipartimento Interateneo di Fisica ""Michelangelo Merlin""",2022,02 - Scienze fisiche
Ordinario,ILLUMINATI Fabrizio,M,SALERNO,,FIS/02,02/A2,Ingegneria Industriale,2022,02 - Scienze fisiche
Associato confermato,IMBIMBO Camillo,M,GENOVA,,FIS/02,02/A2,Fisica (DIFI),2022,02 - Scienze fisiche
Ordinario,IMBRIANI Gianluca,M,Napoli Federico II,,FIS/04,02/A1,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),INNO Laura,F,"""Parthenope"" di NAPOLI",,FIS/05,02/C1,SCIENZE E TECNOLOGIE,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),INNOCENTI Luca,M,PALERMO,,FIS/03,02/B2,FISICA E CHIMICA - EMILIO SEGRÈ,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),INSERO Giacomo,M,FIRENZE,,FIS/07,02/D1,SCIENZE BIOMEDICHE SPERIMENTALI E CLINICHE 'MARIO SERIO',2022,02 - Scienze fisiche
Associato,INTONTI Francesca,F,FIRENZE,,FIS/03,02/B1,Fisica e Astronomia,2022,02 - Scienze fisiche
Associato,INTROZZI Gianluca,M,PAVIA,,FIS/04,02/A1,FISICA,2022,02 - Scienze fisiche
Associato,IOCCO Fabio,M,Napoli Federico II,,FIS/02,02/A2,"Fisica ""Ettore Pancini""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),IORIO Alberto Orso Maria,M,Napoli Federico II,,FIS/04,02/A1,"FISICA ""ETTORE PANCINI""",2022,02 - Scienze fisiche
Associato,IOTTI Rita Claudia,F,Politecnico di TORINO,,FIS/03,02/B2,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Ordinario,ISELLA Giovanni,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2022,02 - Scienze fisiche
Associato,ITACO Nunzio,M,"CAMPANIA - ""L. VANVITELLI""",,FIS/04,02/A2,MATEMATICA E FISICA (DMF),2022,02 - Scienze fisiche
Associato,IUPPA Roberto,M,TRENTO,,FIS/01,02/A1,Fisica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),JACAZIO Nicolo',M,BOLOGNA,,FIS/01,02/A1,"FISICA E ASTRONOMIA ""AUGUSTO RIGHI",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),JJ NIVAS Jijil,M,Napoli Federico II,,FIS/01,02/B1,"FISICA ""ETTORE PANCINI""",2022,02 - Scienze fisiche
Associato confermato,JUG Giancarlo,M,INSUBRIA,,FIS/03,02/B2,Scienza e Alta Tecnologia,2022,02 - Scienze fisiche
Associato,JUNG Martin,M,TORINO,,FIS/02,02/A2,Fisica,2022,02 - Scienze fisiche
Ordinario,KADO Marumi Marcello,M,"ROMA ""La Sapienza""",,FIS/01,02/A1,Fisica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),KALINIC Boris,M,PADOVA,,FIS/03,02/B1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2022,02 - Scienze fisiche
Ordinario,KAMENCHTCHIK Alexandre,M,BOLOGNA,,FIS/02,02/A2,"Fisica e Astronomia ""Augusto Righi",2022,02 - Scienze fisiche
Ordinario,KANIADAKIS Giorgio,M,Politecnico di TORINO,,FIS/02,02/A2,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),KANXHERI Keida,F,PERUGIA,,FIS/07,02/D1,FISICA E GEOLOGIA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),KERBIZI Albi,M,TRIESTE,,FIS/01,02/A1,FISICA,2022,02 - Scienze fisiche
Associato confermato,KHURSHEED Anjam,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2022,02 - Scienze fisiche
Associato confermato,KLEMM Silke,F,MILANO,,FIS/02,02/A2,"Fisica ""Aldo Pontremoli""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),KOBAYASHI Takeshi,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/02,02/A2,AREA FISICA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),KORAL Can,M,BASILICATA,,FIS/07,02/D1,SCIENZE,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),KRACHMALNICOFF Nicoletta,F,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),KUMAR Arun,M,SALERNO,,FIS/01,02/B1,FISICA 'E.R. CAIANIELLO',2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),KURKOV Maxim,M,Napoli Federico II,,FIS/02,02/A2,"FISICA ""ETTORE PANCINI""",2022,02 - Scienze fisiche
Associato,LA COMMARA Marco,M,Napoli Federico II,,FIS/04,02/A1,Farmacia,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LA FORGIA Fiorangela,F,PADOVA,,FIS/05,02/C1,"FISICA E ASTRONOMIA ""GALILEO GALILEI"" - DFA",2022,02 - Scienze fisiche
Ordinario,LA FRANCA Fabio,M,ROMA TRE,,FIS/05,02/C1,Matematica e Fisica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LA RANA Adele,F,MACERATA,,FIS/08,02/D1,"SCIENZE DELLA FORMAZIONE, DEI BENI CULTURALI E DEL TURISMO",2022,02 - Scienze fisiche
Associato confermato,LA ROCCA Giuseppe,M,Scuola Normale Superiore di PISA,,FIS/03,02/B2,Classe di scienze,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LA ROCCA Marianna,F,BARI,,FIS/07,02/D1,INTERUNIVERSITARIO DI FISICA,2022,02 - Scienze fisiche
Associato,LA ROCCA Paola,F,CATANIA,,FIS/01,02/A1,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Associato,LA TESSA Chiara,F,TRENTO,,FIS/07,02/D1,Fisica,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LACAVA Cosimo,M,PAVIA,,FIS/03,02/B1,INGEGNERIA INDUSTRIALE E DELL'INFORMAZIONE,2022,02 - Scienze fisiche
Ordinario,LAIO Alessandro,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/03,02/B2,AREA FISICA,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LAMAGNA Luca,M,"ROMA ""La Sapienza""",,FIS/05,02/C1,FISICA,2022,02 - Scienze fisiche
Associato,LAMANNA Gianluca,M,PISA,,FIS/01,02/A1,FISICA,2022,02 - Scienze fisiche
Ordinario,LAMBERTI Andrea,M,Politecnico di TORINO,,FIS/03,02/B1,SCIENZA APPLICATA E TECNOLOGIA,2022,02 - Scienze fisiche
Ordinario,LAMBIASE Gaetano,M,SALERNO,,FIS/02,02/A2,Fisica 'E.R. Caianiello',2022,02 - Scienze fisiche
Associato,LAMIA Livio,M,CATANIA,,FIS/01,02/A1,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),LAMPERTI Marco,M,INSUBRIA,,FIS/01,02/B1,SCIENZA E ALTA TECNOLOGIA,2022,02 - Scienze fisiche
Associato,LANCONELLI Nico,M,BOLOGNA,,FIS/07,02/D1,"Fisica e Astronomia ""Augusto Righi",2022,02 - Scienze fisiche
Associato,LANDI Simone,M,FIRENZE,,FIS/06,02/C1,Fisica e Astronomia,2022,02 - Scienze fisiche
Ricercatore,LANDOLFI Giulio,M,SALENTO,,FIS/02,02/A2,Matematica e Fisica Ennio De Giorgi,2022,02 - Scienze fisiche
Ricercatore,LANZA Antonio,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2022,02 - Scienze fisiche
Associato,LANZAFAME Alessandro Carmelo,M,CATANIA,,FIS/05,02/C1,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Associato,LANZALONE Gaetano,M,UKE - Università Kore di ENNA,Ingegneria e Architettura,FIS/01,02/A1,"DIPARTIMENTO ""KORE""",2022,02 - Scienze fisiche
Ordinario,LANZANI Guglielmo,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2022,02 - Scienze fisiche
Associato,LANZANO' Luca,M,CATANIA,,FIS/07,02/D1,"Fisica ed Astronomia ""Ettore Majorana""",2022,02 - Scienze fisiche
Associato,LANZONI Barbara,F,BOLOGNA,,FIS/05,02/C1,"Fisica e Astronomia ""Augusto Righi",2022,02 - Scienze fisiche
Associato,LAPI Andrea,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,FIS/05,02/C1,AREA FISICA,2022,02 - Scienze fisiche
Ordinario,LAPORTA Paolo,M,Politecnico di MILANO,,FIS/01,02/B1,Fisica,2022,02 - Scienze fisiche
Associato,LARCIPRETE Maria Cristina,F,"ROMA ""La Sapienza""",,FIS/01,02/B1,Scienze di base e applicate per l'ingegneria,2022,02 - Scienze fisiche
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),LARDO Carmela,F,BOLOGNA,,FIS/05,02/C1,"FISICA E ASTRONOMIA ""AUGUSTO RIGHI",2022,02 - Scienze fisiche
