Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
Ricercatore,PISANO Eva,F,GENOVA,Scienze Matematiche Fisiche e Naturali,BIO/06,,STUDIO DEL TERRITORIO E DELLE SUE RISORSE,2003,05 - Scienze biologiche
Associato confermato,PISCITELLI Gaetano,M,BARI,Scienze Matematiche Fisiche e Naturali,BIO/05,,BIOLOGIA,2003,05 - Scienze biologiche
Ricercatore,PISCOPO Marina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/11,,BIOLOGIA STRUTTURALE E FUNZIONALE,2003,05 - Scienze biologiche
Ricercatore,PISTELLI Laura,F,PISA,Agraria,BIO/04,,BIOLOGIA,2003,05 - Scienze biologiche
Associato non confermato,PISTELLI Luisa,F,PISA,Farmacia,BIO/15,,SCIENZE FARMACEUTICHE,2003,05 - Scienze biologiche
Associato non confermato,PISTIS Marco,M,CAGLIARI,Scienze della Formazione,BIO/14,,NEUROSCIENZE,2003,05 - Scienze biologiche
Ricercatore,PISTOCCHI Rossella,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,BIO/04,,BIOLOGIA EVOLUZIONISTICA SPERIMENTALE,2003,05 - Scienze biologiche
Associato non confermato,PITARI Giuseppina,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,BIO/10,,BIOLOGIA DI BASE ED APPLICATA,2003,05 - Scienze biologiche
Associato confermato,PITOTTI Anna,F,UDINE,Agraria,BIO/10,,SCIENZE DEGLI ALIMENTI,2003,05 - Scienze biologiche
Ricercatore,PITTALUGA Anna Maria,F,GENOVA,Farmacia,BIO/14,,MEDICINA SPERIMENTALE,2003,05 - Scienze biologiche
Associato non confermato,PITTO Marina,F,MILANO-BICOCCA,Medicina e Chirurgia,BIO/12,,MEDICINA SPERIMENTALE (DIMS),2003,05 - Scienze biologiche
Ricercatore,PIUBELLI Luciano,M,INSUBRIA,Scienze Matematiche Fisiche e Naturali,BIO/10,,BIOTECNOLOGIE E SCIENZE DELLA VITA (DBSV),2003,05 - Scienze biologiche
Straordinario,PIVA Flavio,M,MILANO,Farmacia,BIO/09,,ENDOCRINOLOGIA,2003,05 - Scienze biologiche
Ricercatore,PIVA Maria Roberta,F,FERRARA,Medicina e Chirurgia,BIO/10,,BIOCHIMICA E BIOLOGIA MOLECOLARE,2003,05 - Scienze biologiche
Ordinario,PIZZA Cosimo,M,SALERNO,Farmacia,BIO/15,,SCIENZE FARMACEUTICHE E BIOMEDICHE/FARMABIOMED,2003,05 - Scienze biologiche
Ricercatore,PIZZA Lucia,F,FIRENZE,Medicina e Chirurgia,BIO/09,,SCIENZE FISIOLOGICHE,2003,05 - Scienze biologiche
Associato confermato,PIZZI Marina,F,BRESCIA,Medicina e Chirurgia,BIO/14,,SCIENZE BIOMEDICHE E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Ordinario,PIZZINI Giuliano,M,MILANO,Scienze Motorie,BIO/16,,FAC. DI SCIENZE MOTORIE,2003,05 - Scienze biologiche
Ricercatore,PIZZOLOTTO Roberto,M,della CALABRIA,Scienze Matematiche Fisiche e Naturali,BIO/05,,ECOLOGIA,2003,05 - Scienze biologiche
Ricercatore,PIZZORUSSO Tommaso,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,BIO/09,,PSICOLOGIA,2003,05 - Scienze biologiche
Ricercatore,PIZZUL Elisabetta,F,TRIESTE,Scienze Matematiche Fisiche e Naturali,BIO/07,,SCIENZE DELLA VITA,2003,05 - Scienze biologiche
Ordinario,PIZZUTI Giovanni,M,Napoli Federico II,Medicina e Chirurgia,BIO/09,,NEUROSCIENZE,2003,05 - Scienze biologiche
Ordinario,PLEVANI Paolo,M,MILANO,Scienze Matematiche Fisiche e Naturali,BIO/11,,SCIENZE BIOMOLECOLARI E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Associato confermato,PODESTA' Adriano,M,PISA,Medicina Veterinaria,BIO/10,,CLINICA VETERINARIA,2003,05 - Scienze biologiche
Ricercatore,PODESTA' Francesca,F,MILANO,Agraria,BIO/09,,SCIENZE E TECNOLOGIE ALIMENTARI E MICROBIOLOGICHE,2003,05 - Scienze biologiche
Associato confermato,POERIO Elia,M,TUSCIA,Scienze Matematiche Fisiche e Naturali,BIO/10,,"PER LA INNOVAZIONE NEI SISTEMI BIOLOGICI, AGROALIMENTARI E FORESTALI (DIBAF)",2003,05 - Scienze biologiche
Ordinario,POGGESI Corrado,M,FIRENZE,Medicina e Chirurgia,BIO/09,,SCIENZE FISIOLOGICHE,2003,05 - Scienze biologiche
Straordinario,POGGI Paola,F,PAVIA,Medicina e Chirurgia,BIO/16,,MEDICINA SPERIMENTALE,2003,05 - Scienze biologiche
Associato confermato,POGGIOLI Rosanna,F,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,BIO/14,,SCIENZE BIOMEDICHE,2003,05 - Scienze biologiche
Ricercatore,POIANA Giancarlo,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/09,,BIOLOGIA E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Associato non confermato,POLETTI Angelo,M,MILANO,Farmacia,BIO/13,,"ENDOCRINOLOGIA, FISIOPATOLOGIA E BIOLOGIA APPLICATA",2003,05 - Scienze biologiche
Associato confermato,POLI Alessandro,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,BIO/09,,BIOLOGIA EVOLUZIONISTICA SPERIMENTALE,2003,05 - Scienze biologiche
Ordinario,POLI Emilia,F,CATANIA,Scienze Matematiche Fisiche e Naturali,BIO/02,,SCIENZE DELLE PRODUZIONI AGRARIE E ALIMENTARI (DISPA),2003,05 - Scienze biologiche
Associato confermato,POLI Enzo,M,PARMA,Medicina e Chirurgia,BIO/14,,NEUROSCIENZE,2003,05 - Scienze biologiche
Ordinario,POLI Ferruccio,M,BOLOGNA,Farmacia,BIO/15,,BIOLOGIA EVOLUZIONISTICA SPERIMENTALE,2003,05 - Scienze biologiche
Ricercatore,POLI Paola,F,PARMA,Scienze Matematiche Fisiche e Naturali,BIO/05,,"GENETICA, ANTROPOLOGIA, EVOLUZIONE",2003,05 - Scienze biologiche
Associato non confermato,POLI Valeria,F,TORINO,Medicina e Chirurgia,BIO/11,,"GENETICA, BIOLOGIA E BIOCHIMICA",2003,05 - Scienze biologiche
Associato non confermato,POLIDORI Carlo,M,CAMERINO,Farmacia,BIO/14,,SCUOLA DI SCIENZE DEL FARMACO E DEI PRODOTTI DELLA SALUTE,2003,05 - Scienze biologiche
Associato confermato,POLIDORO Giovanni,M,CHIETI-PESCARA,Medicina e Chirurgia,BIO/10,,SCIENZE BIOMEDICHE,2003,05 - Scienze biologiche
Ricercatore,POLIMENI Mariarosa,F,PAVIA,Medicina e Chirurgia,BIO/16,,"SANITA' PUBBLICA, NEUROSCIENZE, MEDICINA SPERIMENTALE E FORENSE",2003,05 - Scienze biologiche
Associato confermato,POLITI Laura,F,"ROMA ""La Sapienza""",Medicina e Chirurgia,BIO/11,,SCIENZE BIOCHIMICHE,2003,05 - Scienze biologiche
Ordinario,POLITO Catello,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/18,,SCIENZE BIOLOGICHE,2003,05 - Scienze biologiche
Associato confermato,POLLEGIONI Loredano,M,INSUBRIA,Scienze Matematiche Fisiche e Naturali,BIO/10,,BIOTECNOLOGIE E SCIENZE DELLA VITA (DBSV),2003,05 - Scienze biologiche
Ricercatore,POLLICE Alessandra,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/18,,BIOLOGIA STRUTTURALE E FUNZIONALE,2003,05 - Scienze biologiche
Associato confermato,POLLIO Antonino,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/01,,SCIENZE BIOLOGICHE,2003,05 - Scienze biologiche
Ricercatore,POLLO Antonella,F,TORINO,Farmacia,BIO/09,,NEUROSCIENZE,2003,05 - Scienze biologiche
Ricercatore,POLTICELLI Fabio,M,ROMA TRE,Scienze Matematiche Fisiche e Naturali,BIO/10,,BIOLOGIA,2003,05 - Scienze biologiche
Ricercatore,POLTRONIERI Roberto,M,VERONA,Medicina e Chirurgia,BIO/09,,"SCIENZE NEUROLOGICHE, NEUROPSICOLOGICHE, MORFOLOGICHE E MOTORIE",2003,05 - Scienze biologiche
Ricercatore,POLVERINO DE LAURETO Patrizia,F,PADOVA,Farmacia,BIO/10,,SCIENZE DEL FARMACO - DSF,2003,05 - Scienze biologiche
Ordinario,POLZONETTI Alberta Maria,F,CAMERINO,Scienze e Tecnologie,BIO/06,,SCIENZE MORFOLOGICHE E BIOCHIMICHE COMPARATE,2003,05 - Scienze biologiche
Associato non confermato,POMA Anna Maria,F,L'AQUILA,Scienze Matematiche Fisiche e Naturali,BIO/18,,BIOLOGIA DI BASE ED APPLICATA,2003,05 - Scienze biologiche
Ricercatore,POMPEI Pierluigi,M,CAMERINO,Farmacia,BIO/14,,SCUOLA DI SCIENZE DEL FARMACO E DEI PRODOTTI DELLA SALUTE,2003,05 - Scienze biologiche
Ricercatore,POMPEIANO Maria,F,PISA,Medicina e Chirurgia,BIO/10,,SCIENZE DELL'UOMO E DELL'AMBIENTE,2003,05 - Scienze biologiche
Ricercatore,POMPILI Elena,F,"ROMA ""La Sapienza""",Medicina e Chirurgia,BIO/16,,"Scienze anatomiche, istologiche, medico-legali e dell'apparato locomotore",2003,05 - Scienze biologiche
Associato confermato,POMPONI Massimo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,BIO/10,,BIOCHIMICA E BIOCHIMICA CLINICA,2003,05 - Scienze biologiche
Ricercatore,POMPONI Mirella,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/11,,GENETICA E BIOLOGIA MOLECOLARE,2003,05 - Scienze biologiche
Ordinario,POMPUCCI Giuseppe,M,SIENA,Medicina e Chirurgia,BIO/10,,BIOLOGIA MOLECOLARE,2003,05 - Scienze biologiche
Ordinario,PON Cynthia Lui,F,CAMERINO,Scienze e Tecnologie,BIO/18,,SCUOLA DI BIOSCIENZE E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Associato confermato,PONS Giovanni,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,BIO/06,,SCIENZE DELL'AMBIENTE E DELLA VITA,2003,05 - Scienze biologiche
Ricercatore,PONTECORVO Giovanni,M,"CAMPANIA - ""L. VANVITELLI""",Scienze Matematiche Fisiche e Naturali,BIO/18,,SCIENZE DELLA VITA,2003,05 - Scienze biologiche
Ricercatore,PONTONI Gabriele,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,BIO/10,,"BIOCHIMICA E BIOFISICA ""FRANCESCO CEDRANGOLO""",2003,05 - Scienze biologiche
Ordinario,PONZETTO Carola,F,TORINO,Medicina e Chirurgia,BIO/10,,"ANATOMIA,FARMACOLOGIA E MEDICINA LEGALE",2003,05 - Scienze biologiche
Associato confermato,PONZI Roberto,M,Napoli Federico II,Agraria,BIO/01,,"ARBORICOLTURA, BOTANICA E PATOLOGIA VEGETALE",2003,05 - Scienze biologiche
Associato confermato,POPOLO Laura Maria,F,MILANO,Scienze Matematiche Fisiche e Naturali,BIO/11,,SCIENZE BIOMOLECOLARI E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Ricercatore,PORCELLI Brunetta,F,SIENA,Medicina e Chirurgia,BIO/10,,"MEDICINA INTERNA, SCIENZE ENDOCRINO-METABOLICHE E BIOCHIMICA",2003,05 - Scienze biologiche
Associato confermato,PORCELLI Marina,F,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,BIO/10,,"BIOCHIMICA E BIOFISICA ""FRANCESCO CEDRANGOLO""",2003,05 - Scienze biologiche
Straordinario,PORRINI Marisa,F,MILANO,Agraria,BIO/09,,SCIENZE E TECNOLOGIE ALIMENTARI E MICROBIOLOGICHE,2003,05 - Scienze biologiche
Straordinario,PORRO Carlo Adolfo,M,UDINE,Medicina e Chirurgia,BIO/09,,SCIENZE BIOMEDICHE,2003,05 - Scienze biologiche
Ricercatore,PORTA Cristina Eugenia H.,F,MILANO,Scienze Matematiche Fisiche e Naturali,BIO/09,,FISIOLOGIA UMANA,2003,05 - Scienze biologiche
Ordinario,PORTA Raffaele,M,Napoli Federico II,Agraria,BIO/10,,SCIENZA DEGLI ALIMENTI,2003,05 - Scienze biologiche
Ordinario,PORTALEONE Paolo,M,TORINO,Medicina e Chirurgia,BIO/14,,SCIENZA E TECNOLOGIA DEL FARMACO,2003,05 - Scienze biologiche
Ricercatore non confermato,PORZIO Ottavia,F,"ROMA ""Tor Vergata""",Medicina e Chirurgia,BIO/12,,MEDICINA INTERNA,2003,05 - Scienze biologiche
Ricercatore,POSSENTI Roberta,F,"ROMA ""Tor Vergata""",Medicina e Chirurgia,BIO/09,,NEUROSCIENZE,2003,05 - Scienze biologiche
Associato confermato,POSTORINO Alessandra,F,PALERMO,Scienze Matematiche Fisiche e Naturali,BIO/09,,BIOLOGIA CELLULARE E DELLO SVILUPPO,2003,05 - Scienze biologiche
Ricercatore,POTENZA Lucia Anna Maria,F,Urbino Carlo Bo,Farmacia,BIO/11,,SCIENZE BIOMOLECOLARI,2003,05 - Scienze biologiche
Ricercatore,POTOSCHI Antonio,M,MESSINA,Scienze Matematiche Fisiche e Naturali,BIO/07,,BIOLOGIA ANIMALE ED ECOLOGIA MARINA,2003,05 - Scienze biologiche
Associato confermato,POVERO Paolo,M,GENOVA,Scienze Matematiche Fisiche e Naturali,BIO/07,,STUDIO DEL TERRITORIO E DELLE SUE RISORSE,2003,05 - Scienze biologiche
Ricercatore,POZZI Deleana,F,"ROMA ""La Sapienza""",Medicina e Chirurgia,BIO/09,,MEDICINA MOLECOLARE,2003,05 - Scienze biologiche
Ricercatore,POZZOLI Cristina,F,PARMA,Medicina e Chirurgia,BIO/14,,NEUROSCIENZE,2003,05 - Scienze biologiche
Associato non confermato,POZZOLI Giacomo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,BIO/14,,FARMACOLOGIA,2003,05 - Scienze biologiche
Ricercatore,PRANOVI Fabio,M,"""Ca' Foscari"" VENEZIA",Scienze Matematiche Fisiche e Naturali,BIO/07,,"SCIENZE AMBIENTALI, INFORMATICA E STATISTICA",2003,05 - Scienze biologiche
Associato confermato,PRANTERA Giorgio,M,TUSCIA,Scienze Matematiche Fisiche e Naturali,BIO/18,,SCIENZE ECOLOGICHE E BIOLOGICHE (DEB),2003,05 - Scienze biologiche
Straordinario,PRAT Maria Giovanna,F,PIEMONTE ORIENTALE,Medicina e Chirurgia,BIO/17,,SCIENZE MEDICHE,2003,05 - Scienze biologiche
Associato non confermato,PRATI Mariangela,F,INSUBRIA,Scienze Matematiche Fisiche e Naturali,BIO/06,,BIOTECNOLOGIE E SCIENZE MOLECOLARI,2003,05 - Scienze biologiche
Associato confermato,PRATO Agatina,F,CATANIA,Medicina e Chirurgia,BIO/14,,BIO-MEDICINA CLINICA E MOLECOLARE,2003,05 - Scienze biologiche
Ricercatore,PRESCIUTTINI Silvano,M,PISA,Scienze Matematiche Fisiche e Naturali,BIO/18,,SCIENZE FISIOLOGICHE,2003,05 - Scienze biologiche
Ricercatore,PRESUTTI Carlo,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/11,,BIOLOGIA E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Ordinario,PRETI Augusto,M,BRESCIA,Medicina e Chirurgia,BIO/10,,SCIENZE BIOMEDICHE E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Ricercatore,PRETTI Carlo,M,PISA,Medicina Veterinaria,BIO/05,,"PATOLOGIA ANIMALE, PROFILASSI E IGIENE DEGLI ALIMENTI",2003,05 - Scienze biologiche
Associato non confermato,PREVEDELLI Daniela,F,MODENA e REGGIO EMILIA,Scienze Matematiche Fisiche e Naturali,BIO/07,,BIOLOGIA,2003,05 - Scienze biologiche
Ricercatore,PREVIATI Maurizio,M,FERRARA,Medicina e Chirurgia,BIO/16,,MORFOLOGIA ED EMBRIOLOGIA,2003,05 - Scienze biologiche
Ordinario,PREZIOSI Paolo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,BIO/14,,FARMACOLOGIA,2003,05 - Scienze biologiche
Associato confermato,PREZIOSO Girolamo,M,BARI,Farmacia,BIO/10,,FARMACO BIOLOGICO,2003,05 - Scienze biologiche
Ricercatore,PRIGIONI Claudio,M,PAVIA,Scienze Matematiche Fisiche e Naturali,BIO/05,,BIOLOGIA ANIMALE,2003,05 - Scienze biologiche
Associato confermato,PRIGIONI Ivo,M,PAVIA,Farmacia,BIO/09,,"SANITA' PUBBLICA, NEUROSCIENZE, MEDICINA SPERIMENTALE E FORENSE",2003,05 - Scienze biologiche
Assistente r.e.,PRINCI Tanja,F,TRIESTE,Medicina e Chirurgia,BIO/09,,SCIENZE DELLA VITA,2003,05 - Scienze biologiche
Straordinario,PRINCIPATO Giovanni Battista,M,Politecnica delle MARCHE,Medicina e Chirurgia,BIO/13,,SCIENZE CLINICHE SPECIALISTICHE ED ODONTOSTOMATOLOGICHE,2003,05 - Scienze biologiche
Associato non confermato,PRINETTI Alessandro Ennio Giuseppe,M,MILANO,Medicina e Chirurgia,BIO/10,,"CHIMICA, BIOCHIMICA E BIOTECNOLOGIE PER LA MEDICINA",2003,05 - Scienze biologiche
Ricercatore,PRIVITERA Enrica,F,MILANO,Scienze Matematiche Fisiche e Naturali,BIO/18,,SCIENZE BIOMOLECOLARI E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Associato non confermato,PRIVITERA Maria,F,CATANIA,Scienze Matematiche Fisiche e Naturali,BIO/02,,"SCIENZE BIOLOGICHE, GEOLOGICHE E AMBIENTALI",2003,05 - Scienze biologiche
Associato confermato,PROCACCI Patrizia,F,MILANO,Medicina e Chirurgia,BIO/17,,MORFOLOGIA UMANA,2003,05 - Scienze biologiche
Associato confermato,PRONZATO Roberto,M,GENOVA,Scienze Matematiche Fisiche e Naturali,BIO/05,,STUDIO DEL TERRITORIO E DELLE SUE RISORSE,2003,05 - Scienze biologiche
Ricercatore non confermato,PROSSEDA Gianni,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/19,,BIOLOGIA E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Associato confermato,PROTASI Feliciano,M,CHIETI-PESCARA,Scienze dell'Educazione Motoria,BIO/09,,NEUROSCIENZE E IMAGING,2003,05 - Scienze biologiche
Associato confermato,PROVENZANO Giuseppa Maria,F,PALERMO,Medicina e Chirurgia,BIO/14,,SCIENZE FARMACOLOGICHE,2003,05 - Scienze biologiche
Ordinario,PROVINI Alfredo,M,MILANO,Scienze Matematiche Fisiche e Naturali,BIO/07,,BIOLOGIA,2003,05 - Scienze biologiche
Associato confermato,PROVINI Luciano,M,MILANO,Farmacia,BIO/09,,FISIOLOGIA GENERALE E CHIMICA BIOLOGICA,2003,05 - Scienze biologiche
Associato non confermato,PUCCETTI Antonio,M,GENOVA,Medicina e Chirurgia,BIO/17,,MEDICINA SPERIMENTALE,2003,05 - Scienze biologiche
Ordinario,PUCCETTI Paolo,M,PERUGIA,Farmacia,BIO/14,,MEDICINA SPERIMENTALE E SCIENZE BIOCHIMICHE,2003,05 - Scienze biologiche
Associato confermato,PUCCI Anna Maria,F,SIENA,Medicina e Chirurgia,BIO/16,,SCIENZE ANATOMICHE E BIOMEDICHE,2003,05 - Scienze biologiche
Ordinario,PUCCI Ida,F,PALERMO,Scienze Matematiche Fisiche e Naturali,BIO/06,,BIOMEDICO DI MEDICINA INTERNA E SPECIALISTICA,2003,05 - Scienze biologiche
Straordinario,PUCCI Pietro,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/10,,SCIENZE CHIMICHE,2003,05 - Scienze biologiche
Associato confermato,PUCCIA Egidio,M,PALERMO,Scienze Matematiche Fisiche e Naturali,BIO/05,,BIOLOGIA AMBIENTALE E BIODIVERSITA',2003,05 - Scienze biologiche
Straordinario,PUGLIA Anna Maria,F,PALERMO,Scienze Matematiche Fisiche e Naturali,BIO/19,,SCIENZE E TECNOLOGIE MOLECOLARI E BIOMOLECOLARI (STEMBIO),2003,05 - Scienze biologiche
Ricercatore,PUGLIESE Anna Maria,F,FIRENZE,Scienze Matematiche Fisiche e Naturali,BIO/14,,"FARMACOLOGIA PRECLINICA E CLINICA ""M. AIAZZI MANCINI""",2003,05 - Scienze biologiche
Ordinario,PUGLISI Carmela,F,MILANO,Farmacia,BIO/14,,SCIENZE FARMACOLOGICHE,2003,05 - Scienze biologiche
Ricercatore,PUGNALONI Armanda,F,Politecnica delle MARCHE,Medicina e Chirurgia,BIO/17,,SCIENZE CLINICHE E MOLECOLARI (DISCLIMO),2003,05 - Scienze biologiche
Ricercatore,PUJA Giulia,F,MODENA e REGGIO EMILIA,Farmacia,BIO/14,,SCIENZE BIOMEDICHE,2003,05 - Scienze biologiche
Ricercatore,PULITI Aldamaria,F,PISA,Scienze Matematiche Fisiche e Naturali,BIO/18,,SCIENZE PEDIATRICHE,2003,05 - Scienze biologiche
Ordinario,PULITZER FINALI Giovanni,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/18,,BIOLOGIA STRUTTURALE E FUNZIONALE,2003,05 - Scienze biologiche
Ricercatore,PULVIRENTI Santa Gloria,F,CATANIA,Scienze Matematiche Fisiche e Naturali,BIO/02,,"SCIENZE BIOLOGICHE, GEOLOGICHE E AMBIENTALI",2003,05 - Scienze biologiche
Ordinario,PUPILLO Paolo,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,BIO/04,,BIOLOGIA EVOLUZIONISTICA SPERIMENTALE,2003,05 - Scienze biologiche
Associato confermato,PUPPI Gigliola,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/03,,BIOLOGIA AMBIENTALE,2003,05 - Scienze biologiche
Associato confermato,PUPPI Giovanna,F,BOLOGNA,Scienze Matematiche Fisiche e Naturali,BIO/02,,BIOLOGIA EVOLUZIONISTICA SPERIMENTALE,2003,05 - Scienze biologiche
Straordinario,PURRELLO Michele,M,CATANIA,Medicina e Chirurgia,BIO/13,,"ANATOMIA,BIOLOGIA E GENETICA,MEDICINA LEGALE,NEUROSCIENZE,PATOLOGIA DIAGNOSTICA,IGIENE E SANITA'(GIAN FILIPPO INGRASSIA)",2003,05 - Scienze biologiche
Ricercatore,PUSCEDDU Antonio,M,Politecnica delle MARCHE,Scienze,BIO/07,,SCIENZE DELLA VITA E DELL'AMBIENTE (DI.S.V.A.),2003,05 - Scienze biologiche
Ordinario,PUTTI Rosalba,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/06,,SCIENZE BIOLOGICHE,2003,05 - Scienze biologiche
Ricercatore,PUVIANI Anna Cristina,F,FERRARA,Farmacia,BIO/09,,BIOLOGIA,2003,05 - Scienze biologiche
Ordinario,PUZZOLO Domenico,M,MESSINA,Medicina e Chirurgia,BIO/17,,BIOMORFOLOGIA E BIOTECNOLOGIE,2003,05 - Scienze biologiche
Ordinario,QUACCI Daniela Elena,F,INSUBRIA,Medicina e Chirurgia,BIO/16,,SCIENZE CHIRURGICHE E MORFOLOGICHE,2003,05 - Scienze biologiche
Ordinario,QUADRIFOGLIO Franco,M,UDINE,Medicina e Chirurgia,BIO/11,,SCIENZE E TECNOLOGIE BIOMEDICHE,2003,05 - Scienze biologiche
Ricercatore,QUADRO Loredana,F,SANNIO di BENEVENTO,Scienze Matematiche Fisiche e Naturali,BIO/11,,SCIENZE BIOLOGICHE ED AMBIENTALI,2003,05 - Scienze biologiche
Associato confermato,QUAGLIARIELLO Carla,F,della CALABRIA,Scienze Matematiche Fisiche e Naturali,BIO/10,,BIOLOGIA CELLULARE,2003,05 - Scienze biologiche
Associato confermato,QUAGLINO Alberto,M,Politecnico di TORINO,Ingegneria,BIO/07,,"INGEGNERIA DEL TERRITORIO, DELL'AMBIENTE E DELLE GEOTECNOLOGIE",2003,05 - Scienze biologiche
Ricercatore,QUAGLIUOLO Lucio,M,"CAMPANIA - ""L. VANVITELLI""",Medicina e Chirurgia,BIO/10,,"BIOCHIMICA E BIOFISICA ""FRANCESCO CEDRANGOLO""",2003,05 - Scienze biologiche
Ricercatore,QUARESIMA Valentina,F,L'AQUILA,Medicina e Chirurgia,BIO/10,,SCIENZE DELLA SALUTE,2003,05 - Scienze biologiche
Associato confermato,QUARTO Ernesto,M,Napoli Federico II,Medicina e Chirurgia,BIO/09,,SCIENZE MEDICHE PREVENTIVE,2003,05 - Scienze biologiche
Straordinario,QUARTO Rodolfo,M,GENOVA,Farmacia,BIO/13,,MEDICINA SPERIMENTALE,2003,05 - Scienze biologiche
Associato non confermato,QUARTU Marina,F,CAGLIARI,Farmacia,BIO/16,,CITOMORFOLOGIA,2003,05 - Scienze biologiche
Ordinario,QUATRINI Ugo,M,PALERMO,Medicina e Chirurgia,BIO/09,,Non disponibile,2003,05 - Scienze biologiche
Associato confermato,QUESADA Pierina Maria,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,BIO/10,,BIOLOGIA STRUTTURALE E FUNZIONALE,2003,05 - Scienze biologiche
Straordinario,QUINTO Ileana,F,CATANZARO,Medicina e Chirurgia,BIO/10,,MEDICINA SPERIMENTALE E CLINICA,2003,05 - Scienze biologiche
Ordinario,RABINO Emma,F,TORINO,Scienze Matematiche Fisiche e Naturali,BIO/08,,BIOLOGIA ANIMALE E DELL'UOMO,2003,05 - Scienze biologiche
Ordinario,RACAGNI Giorgio Angelo,M,MILANO,Farmacia,BIO/14,,SCIENZE FARMACOLOGICHE,2003,05 - Scienze biologiche
Associato non confermato,RACCA Silvia Annamaria,F,TORINO,Medicina e Chirurgia,BIO/14,,SCIENZE CLINICHE E BIOLOGICHE,2003,05 - Scienze biologiche
Associato non confermato,RACCHI Marco,M,PAVIA,Farmacia,BIO/14,,SCIENZE DEL FARMACO,2003,05 - Scienze biologiche
Associato confermato,RACHELI Tommaso,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/05,,Non disponibile,2003,05 - Scienze biologiche
Ricercatore,RACITI Giuseppina,F,CATANIA,Scienze Matematiche Fisiche e Naturali,BIO/10,,SCIENZE DEL FARMACO,2003,05 - Scienze biologiche
Ricercatore,RACITI Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,BIO/09,,SCIENZE DELLA VITA,2003,05 - Scienze biologiche
Ricercatore,RADAELLI Antonia,F,MILANO,Farmacia,BIO/19,,SCIENZE FARMACOLOGICHE,2003,05 - Scienze biologiche
Ordinario,RAFFAELLI Mauro,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,BIO/02,,"BIOLOGIA EVOLUZIONISTICA ""LEO PARDI""",2003,05 - Scienze biologiche
Associato non confermato,RAFFAELLI Nadia,F,Politecnica delle MARCHE,Agraria,BIO/10,,"SCIENZE AGRARIE, ALIMENTARI ED AMBIENTALI (D3A)",2003,05 - Scienze biologiche
Ricercatore non confermato,RAFFI Milena,F,BOLOGNA,Scienze Motorie,BIO/09,,FISIOLOGIA UMANA E GENERALE,2003,05 - Scienze biologiche
Associato confermato,RAGAZZI Eugenio,M,PADOVA,Farmacia,BIO/14,,SCIENZE DEL FARMACO - DSF,2003,05 - Scienze biologiche
Ricercatore,RAGAZZINI Paolo,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,BIO/07,,GENETICA E BIOLOGIA MOLECOLARE,2003,05 - Scienze biologiche
Ricercatore,RAGAZZONI Enzo,M,Cattolica del Sacro Cuore,Medicina e Chirurgia,BIO/14,,FARMACOLOGIA,2003,05 - Scienze biologiche
